,unique_id,F7a,F7bA1,F7cA1,F7d,F7e,F7f,einkommen,F7g,F7h,F7i,F7j,F7k,F7lA1,F7mA1,F7n,F7o,wave_first
1509,IDDE102914,2,7973,53,1,1,1,7,6,11,11,1,1,4,1,2,1,6
1511,IDDE102885,1,52351,55,1,1,1,10,4,1,6,1,1,2,0,9,3,6
1512,IDDE102905,1,59505,74,1,1,1,7,5,13,11,5,4,2,0,9,3,6
1513,IDDE102933,2,47226,27,1,2,2,5,6,1,1,7,6,5,0,6,13,6
1514,IDDE103056,1,59494,52,1,1,1,8,6,12,10,1,4,1,0,9,1,6
1518,IDDE102910,1,60437,76,1,1,1,5,5,10,11,5,1,2,0,1,1,6
1519,IDDE102995,1,70565,55,1,1,1,2,3,1,2,8,6,1,0,2,15,6
1522,IDDE102862,1,28201,78,1,1,1,2,2,1,6,4,1,2,0,9,6,6
1523,IDDE102921,1,45699,59,1,1,1,7,4,1,1,1,6,3,1,1,4,6
1525,IDDE103078,4,55543,45,1,1,1,6,6,1,9,2,1,4,2,10,3,6
1528,IDDE103045,2,37081,24,1,1,1,1,6,1,1,7,6,1,0,9,1,6
1531,IDDE103054,2,57250,22,1,2,2,8,6,13,1,1,6,4,0,6,1,6
1534,IDDE103051,1,86199,58,1,2,2,9,6,10,13,1,1,2,0,9,1,6
1537,IDDE100091,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
1540,IDDE102932,2,48432,46,1,1,1,7,4,1,7,1,4,2,1,9,3,6
1541,IDDE102958,1,76829,40,1,1,1,9,4,4,7,1,1,2,0,1,3,6
47,IDDE101031,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
504,IDDE100201,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
706,IDDE100203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
899,IDDE103200,2,2633,50,1,1,1,9,4,1,2,1,1,3,1,8,3,7
957,IDDE103199,2,37115,38,1,1,1,7,5,15,13,6,1,4,2,10,15,7
1123,IDDE100537,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
1125,IDDE103197,1,65933,39,1,1,1,4,6,10,1,1,6,2,0,9,3,7
1144,IDDE100316,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
1194,IDDE103205,1,52134,48,2,2,1,3,5,13,11,8,4,2,0,8,1,7
1201,IDDE101517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1209,IDDE100330,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
1227,IDDE101801,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1274,IDDE103202,2,1219,61,1,1,1,9,4,1,7,6,6,2,0,2,15,7
1336,IDDE100286,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
1348,IDDE103196,1,4129,33,1,1,1,4,5,10,1,1,6,1,0,9,3,7
1382,IDDE103201,2,81245,62,1,1,1,6,4,1,11,6,1,4,0,2,5,7
1440,IDDE101198,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
1492,IDDE103204,2,74354,71,1,1,1,9,4,1,7,5,1,2,0,1,2,7
1506,IDDE103198,2,85570,62,1,1,1,10,6,12,11,3,1,2,0,1,1,7
1516,IDDE103203,1,64625,75,2,2,2,8,3,1,7,5,1,2,0,1,4,7
53,IDDE100031,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
227,IDDE103239,2,90768,58,1,1,1,2,4,4,9,2,6,1,0,1,3,8
579,IDDE101313,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
588,IDDE100216,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
611,IDDE103207,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,9,3,8
800,IDDE103209,2,97941,28,2,2,2,7,4,1,4,1,1,3,1,1,5,8
859,IDDE100508,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
905,IDDE103206,2,63688,44,1,1,1,8,4,1,7,1,4,2,1,2,3,8
930,IDDE103223,2,83543,37,1,1,1,3,6,10,1,2,1,4,2,9,3,8
948,IDDE103240,2,22763,32,1,1,1,11,6,8,11,1,6,2,0,3,1,8
977,IDDE103215,2,13357,26,2,2,2,7,6,14,1,1,2,3,1,1,5,8
1037,IDDE100421,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
1073,IDDE103216,1,51570,46,1,1,1,6,6,10,1,1,1,2,0,3,8,8
1081,IDDE103233,1,28816,57,1,1,1,11,5,3,13,1,1,2,0,9,3,8
1146,IDDE103221,2,65428,48,1,2,1,3,6,10,11,2,4,3,2,9,5,8
1183,IDDE103227,1,60327,24,1,1,1,5,6,5,1,8,2,3,0,1,3,8
1188,IDDE103211,1,53937,75,1,1,1,8,6,11,13,6,1,2,0,9,1,8
1203,IDDE103231,1,53557,65,1,1,1,11,6,13,11,1,1,2,0,1,1,8
1205,IDDE103246,2,33617,52,1,1,1,5,6,6,7,1,4,1,0,9,3,8
1206,IDDE103214,2,77836,55,1,1,1,8,4,13,6,2,1,3,1,2,7,8
1213,IDDE103222,1,50733,48,1,1,1,5,6,2,8,1,6,1,0,2,6,8
1219,IDDE103218,1,36151,68,1,1,1,6,6,10,11,5,4,2,0,2,1,8
1224,IDDE103243,1,89423,40,1,1,1,4,3,1,6,1,2,3,1,9,4,8
1227,IDDE103208,1,44866,38,1,1,1,9,6,13,7,1,2,2,0,2,3,8
1228,IDDE103220,2,44892,33,1,1,1,2,6,13,11,7,6,1,0,2,1,8
1271,IDDE103224,1,88250,61,1,1,1,6,4,13,5,1,2,2,0,1,3,8
1273,IDDE103213,1,1257,65,1,1,1,9,6,10,1,5,1,2,0,9,3,8
1275,IDDE103236,2,74564,40,1,1,1,9,6,12,11,1,5,3,2,2,1,8
1295,IDDE103230,1,47918,59,1,1,1,9,4,1,2,1,1,2,0,1,4,8
1301,IDDE103229,2,13439,73,1,1,1,2,5,1,7,5,3,1,0,9,3,8
1302,IDDE103232,1,10825,65,1,1,1,8,6,12,11,1,1,2,0,9,2,8
1306,IDDE103217,1,76726,39,1,1,1,3,3,1,6,1,6,1,0,1,7,8
1312,IDDE103247,1,32545,49,1,1,1,7,6,11,9,1,1,3,1,4,3,8
1313,IDDE103245,2,42281,32,1,1,1,4,5,10,11,1,4,1,0,10,8,8
1327,IDDE103226,1,40211,50,1,1,1,8,5,3,7,1,1,3,1,9,4,8
1329,IDDE103212,1,22589,30,1,1,1,9,6,1,7,1,4,2,0,9,13,8
1349,IDDE103210,2,81379,43,1,1,1,4,4,2,4,1,1,2,0,9,9,8
1378,IDDE103234,2,53343,21,1,1,1,10,6,1,1,1,6,2,0,1,12,8
1404,IDDE103228,1,28197,71,1,1,1,3,6,10,10,5,1,2,0,1,9,8
1407,IDDE103242,2,50931,34,2,2,2,2,6,1,7,8,6,1,0,2,3,8
1408,IDDE103219,2,74206,64,1,1,1,5,4,15,13,5,4,1,0,9,14,8
1412,IDDE103237,2,45721,70,1,1,1,6,3,1,1,5,1,2,0,2,4,8
1418,IDDE103235,1,78549,33,1,1,1,10,3,1,6,1,1,4,2,1,7,8
1428,IDDE103248,2,36396,49,1,1,1,6,5,1,6,1,4,3,0,1,7,8
1446,IDDE103244,1,39218,68,1,1,1,2,4,10,7,5,6,1,0,9,2,8
1488,IDDE103238,2,98596,66,1,1,1,1,4,15,8,5,6,1,0,2,15,8
1498,IDDE103225,2,3130,27,1,1,1,7,6,1,8,1,1,3,1,2,14,8
1505,IDDE103241,2,24617,61,1,1,2,9,4,1,4,5,1,2,0,2,3,8
1529,IDDE100058,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
0,IDDE103250,2,22119,72,1,1,1,2,4,1,8,5,4,1,0,8,3,3
1,IDDE103251,2,21423,63,1,1,1,3,4,1,7,1,5,1,0,2,8,5
2,IDDE103252,2,97249,34,1,1,1,2,4,15,7,1,6,1,0,1,3,1
11,IDDE100023,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
24,IDDE100054,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
297,IDDE100650,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
342,IDDE100741,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2
635,IDDE101401,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
644,IDDE101422,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5
194,IDDE101172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
650,IDDE103254,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,9,3,10
774,IDDE101050,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
1162,IDDE100929,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
1500,IDDE103253,1,40822,85,1,1,1,5,2,13,2,5,1,2,0,2,7,10
492,IDDE103255,2,12681,74,1,1,1,6,6,10,13,5,1,2,0,9,1,11
1161,IDDE100231,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
1211,IDDE103249,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
1412,IDDE101319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1467,IDDE100032,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
261,IDDE100113,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
629,IDDE103256,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,9,3,13
823,IDDE100392,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
1189,IDDE101532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1280,IDDE101552,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
1522,IDDE101322,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
702,IDDE100354,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
1261,IDDE103257,1,26529,57,1,1,1,6,7,1,7,1,1,3,1,9,3,14
1470,IDDE103276,1,7747,19,1,1,1,1,6,1,1,7,6,3,0,2,13,14
1471,IDDE103263,1,82362,29,1,1,1,9,4,5,9,2,1,4,2,9,7,14
1472,IDDE103262,2,48149,28,1,1,1,9,6,11,13,1,6,2,0,1,3,14
1473,IDDE103267,1,83059,34,1,1,1,8,5,1,11,1,6,4,2,1,5,14
1474,IDDE103291,1,82299,74,1,2,2,9,6,12,1,5,1,2,0,1,1,14
1475,IDDE103328,1,1458,41,1,1,1,10,6,3,6,1,6,3,1,9,3,14
1476,IDDE103265,1,89278,40,1,1,1,8,5,5,6,1,1,4,2,2,3,14
1477,IDDE103303,1,21031,69,1,1,1,6,4,1,7,5,1,3,1,2,14,14
1478,IDDE103317,1,85540,68,1,1,2,9,3,1,10,2,3,1,0,9,3,14
1479,IDDE103319,1,46539,68,1,1,1,7,6,13,11,5,1,3,0,1,1,14
1480,IDDE103329,1,25355,46,1,1,1,9,5,2,7,1,1,4,2,2,2,14
1481,IDDE103296,2,22297,71,1,1,1,6,5,13,4,5,3,1,0,9,5,14
1482,IDDE103295,1,34128,39,1,1,1,8,5,1,1,1,1,2,0,9,5,14
1487,IDDE103323,1,61350,75,1,1,1,8,6,12,12,5,1,2,0,9,2,14
1488,IDDE103320,2,42651,77,1,1,1,2,4,15,7,5,4,1,0,1,3,14
1490,IDDE103286,1,98527,68,1,1,1,6,6,13,10,5,1,2,0,9,5,14
1491,IDDE103289,2,58300,60,1,1,1,3,4,1,11,1,6,1,0,1,5,14
1492,IDDE103292,2,7747,73,1,1,1,1,6,10,11,5,6,1,0,2,1,14
1493,IDDE103290,1,46147,37,1,1,1,3,3,1,1,1,6,1,0,1,14,14
1494,IDDE103283,1,57074,23,1,2,1,4,6,1,1,7,8,2,0,3,13,14
1495,IDDE103297,1,78467,78,1,2,2,5,6,10,1,5,1,2,0,2,14,14
1496,IDDE103294,1,1127,66,1,1,1,2,4,1,6,2,7,1,0,9,6,14
1497,IDDE103326,1,18109,38,1,1,1,7,4,1,2,1,1,6,4,9,4,14
1498,IDDE103264,2,54634,31,1,1,1,9,6,8,13,2,1,3,1,9,1,14
1499,IDDE103315,1,29475,52,1,1,1,12,6,1,1,3,4,5,3,9,15,14
1500,IDDE103314,2,78056,25,1,1,1,8,5,5,1,6,1,3,1,3,14,14
1501,IDDE103313,2,22529,66,1,1,1,3,5,1,7,5,6,1,0,2,3,14
1502,IDDE103298,1,53177,64,1,2,1,2,3,1,1,1,6,1,0,9,8,14
1503,IDDE103287,1,65451,41,1,1,1,4,4,1,2,1,6,1,0,9,7,14
1504,IDDE103308,1,67435,34,1,1,1,7,4,1,6,1,6,1,0,9,7,14
1505,IDDE103268,1,66793,28,1,1,1,7,3,1,1,1,1,3,1,1,8,14
1506,IDDE103259,2,44867,29,1,1,1,8,5,1,8,1,6,3,1,3,14,14
1507,IDDE103311,1,70197,27,1,2,2,9,4,1,10,1,6,3,0,1,7,14
1508,IDDE103260,2,14199,34,1,1,1,7,5,5,11,1,6,1,0,9,1,14
1509,IDDE103306,2,6386,64,1,1,1,1,4,1,7,5,6,1,0,9,15,14
1510,IDDE103270,1,55126,35,1,1,1,10,5,5,4,1,6,2,0,9,4,14
1511,IDDE103266,1,91452,62,1,1,1,5,4,1,7,6,1,2,0,2,3,14
1513,IDDE103322,1,12489,28,2,1,2,9,6,10,1,1,6,2,0,1,1,14
1514,IDDE103309,1,1309,50,1,1,1,11,6,10,7,1,1,4,2,2,3,14
1515,IDDE103293,1,52351,53,1,1,1,9,6,10,1,1,6,1,0,9,3,14
1516,IDDE103327,1,38820,38,1,1,1,8,4,1,7,1,6,3,1,9,3,14
1518,IDDE103318,2,31137,59,1,1,1,10,6,10,1,2,3,1,0,2,1,14
1519,IDDE103261,1,44805,34,1,1,1,10,5,1,7,1,1,3,1,9,4,14
1520,IDDE103302,2,50769,24,1,1,1,7,6,1,7,1,1,2,0,6,4,14
1521,IDDE103299,2,86899,63,1,1,1,8,4,15,7,2,1,2,0,2,3,14
1522,IDDE103274,2,8280,76,1,1,1,4,7,5,10,5,1,2,0,9,15,14
1523,IDDE103279,1,15848,40,1,1,1,8,6,1,7,1,6,4,2,9,4,14
1524,IDDE103277,1,21423,71,1,1,1,8,5,3,6,5,1,2,0,3,2,14
1525,IDDE103282,2,24103,30,1,1,1,3,6,11,1,1,6,1,0,9,1,14
1526,IDDE103307,1,64569,61,1,1,1,10,5,1,7,1,1,2,0,9,3,14
1527,IDDE103324,1,49497,57,1,1,1,5,4,1,6,1,6,1,0,1,14,14
1528,IDDE103288,1,64293,46,1,1,1,5,6,10,1,3,6,1,0,2,1,14
1529,IDDE103304,2,34131,56,1,1,1,4,6,1,7,1,4,2,1,6,3,14
1530,IDDE103281,3,85055,20,1,1,1,7,6,1,1,7,6,2,0,9,13,14
1531,IDDE103300,1,63743,61,1,1,1,8,6,3,11,5,1,2,0,2,2,14
1532,IDDE103321,1,21720,73,1,1,1,9,6,11,11,5,1,2,0,9,1,14
1534,IDDE103278,1,12555,45,1,1,1,9,4,1,6,3,1,4,2,9,4,14
1535,IDDE103258,2,9306,21,1,1,1,2,4,1,1,8,5,2,0,9,10,14
1536,IDDE103272,2,91757,19,1,1,1,3,7,1,1,7,6,4,0,1,13,14
1537,IDDE103316,2,72459,40,1,1,1,8,4,1,7,1,1,4,2,2,3,14
1538,IDDE103325,2,22119,43,1,1,1,12,6,11,1,1,1,4,2,10,3,14
1539,IDDE103285,2,85049,57,1,1,1,2,3,13,7,2,1,2,0,8,3,14
1540,IDDE103269,1,20144,57,1,1,1,10,6,3,7,1,3,1,0,9,2,14
1541,IDDE103271,1,32791,76,1,1,1,8,5,3,11,5,1,2,0,2,2,14
1542,IDDE103275,2,48143,67,1,1,1,8,4,1,5,5,1,2,0,9,14,14
1544,IDDE103280,1,41751,58,1,1,1,1,2,15,11,5,4,1,0,9,7,14
1545,IDDE103310,2,78224,59,1,1,1,4,4,1,2,1,4,1,0,9,6,14
1546,IDDE103301,2,30900,37,1,2,1,12,6,12,11,3,6,2,0,7,1,14
1548,IDDE103284,1,40667,54,1,1,1,12,6,12,1,1,1,3,0,9,2,14
1549,IDDE103312,2,68305,56,1,1,1,5,4,1,7,1,4,1,0,9,3,14
1550,IDDE103305,1,92355,40,1,1,1,5,3,1,1,1,6,3,0,1,9,14
1551,IDDE103273,1,73453,34,1,1,1,9,6,2,1,3,6,2,0,1,6,14
1261,IDDE100068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1487,IDDE103362,1,24837,24,1,1,1,10,6,1,1,7,6,2,0,9,13,15
1488,IDDE103349,1,56076,62,1,1,1,5,4,1,4,9,1,2,0,1,5,15
1489,IDDE103377,1,28307,70,1,1,1,7,4,1,4,5,1,2,0,9,4,15
1492,IDDE103339,2,45768,34,1,1,1,8,6,4,10,1,1,2,0,9,5,15
1494,IDDE103347,2,2681,52,1,1,1,5,4,1,10,5,4,2,0,9,15,15
1495,IDDE103367,2,90547,66,2,2,2,5,5,9,10,1,1,2,0,9,5,15
1496,IDDE103358,1,22417,59,1,1,1,8,5,3,6,3,3,3,0,9,14,15
1497,IDDE103352,2,80333,44,1,1,1,7,4,1,2,2,1,4,2,1,3,15
1498,IDDE103366,1,34508,68,2,2,2,6,5,4,8,5,1,2,0,2,3,15
1500,IDDE103357,2,4299,23,1,1,1,6,5,1,7,1,6,2,0,10,3,15
1502,IDDE103373,2,25704,84,1,1,1,7,3,1,11,5,1,2,0,9,3,15
1504,IDDE103365,1,78464,72,1,2,1,8,6,12,11,5,4,1,0,1,2,15
1505,IDDE103372,1,33613,65,1,1,1,2,4,1,7,5,4,1,0,2,1,15
1506,IDDE103363,1,12555,55,1,1,1,9,6,10,7,1,1,2,0,2,3,15
1507,IDDE103332,2,94469,55,1,1,1,9,5,1,4,1,1,3,0,9,5,15
1509,IDDE103345,1,60594,62,1,1,1,12,6,10,1,2,1,2,0,9,2,15
1510,IDDE103375,1,41236,61,1,1,1,2,6,1,1,2,6,2,0,2,9,15
1511,IDDE103354,1,87751,70,1,2,1,5,3,1,6,5,1,2,0,1,7,15
1512,IDDE103355,1,1067,35,1,1,1,7,5,6,10,1,6,4,2,9,3,15
1514,IDDE103334,1,69226,47,1,1,2,6,6,10,1,3,6,1,0,2,1,15
1515,IDDE103350,2,16225,25,1,1,1,4,6,1,7,1,6,1,0,9,3,15
1516,IDDE103342,2,40597,32,2,2,2,1,6,11,13,10,6,1,0,5,12,15
1517,IDDE103333,2,51069,63,1,1,1,6,4,1,7,3,6,1,0,2,2,15
1518,IDDE103351,1,45476,57,1,1,1,3,3,1,6,1,2,2,0,1,8,15
1519,IDDE103371,1,70184,38,1,2,1,11,6,1,1,3,6,1,0,9,4,15
1520,IDDE103374,1,90489,22,1,2,1,10,6,7,1,7,6,2,0,9,1,15
1521,IDDE103348,1,32427,36,1,1,1,7,4,13,9,1,1,3,1,9,5,15
1522,IDDE103330,1,79102,43,1,1,1,7,5,8,10,1,1,3,1,10,2,15
1524,IDDE103359,2,26954,34,1,1,1,8,6,1,11,1,6,3,0,2,3,15
1525,IDDE103370,1,39122,64,1,1,1,9,4,1,6,5,1,2,0,9,14,15
1526,IDDE103368,2,52080,67,1,1,1,5,6,10,4,5,1,2,0,2,5,15
1528,IDDE103364,2,13086,56,1,1,1,5,4,1,7,9,4,2,0,9,3,15
1529,IDDE103343,1,18445,40,1,1,1,8,4,1,6,1,1,4,2,2,7,15
1530,IDDE103337,1,27711,37,1,1,1,8,6,1,7,1,4,3,1,9,7,15
1531,IDDE103369,1,55127,73,1,1,1,7,3,1,7,5,1,2,0,3,4,15
1533,IDDE103361,1,33613,25,1,1,1,1,6,7,1,7,6,2,0,9,13,15
1534,IDDE103338,1,97204,38,1,1,1,5,4,1,5,1,6,1,0,1,3,15
1536,IDDE103346,2,45966,39,1,1,1,6,4,15,7,2,1,4,2,2,5,15
1538,IDDE103376,1,12555,33,1,1,1,7,5,1,8,1,6,3,1,9,4,15
1539,IDDE103335,1,59555,59,1,1,1,8,6,1,7,1,1,2,0,1,3,15
1540,IDDE103344,2,28816,50,1,1,1,4,5,14,7,1,1,2,0,1,3,15
1542,IDDE103336,2,96487,33,1,1,1,7,4,1,6,1,1,3,1,1,8,15
1543,IDDE103340,2,6217,41,1,1,1,8,4,1,7,1,1,4,3,9,6,15
1545,IDDE103360,2,34582,46,1,1,1,10,5,15,11,1,1,4,2,1,15,15
1547,IDDE103356,1,58454,43,2,2,2,8,6,1,8,1,1,3,1,1,1,15
1548,IDDE103353,1,74336,62,1,1,1,6,4,1,6,1,1,2,0,9,7,15
1549,IDDE103331,1,44793,54,1,1,1,8,4,1,4,1,1,3,1,1,8,15
1550,IDDE103341,2,77876,52,1,1,1,4,4,1,7,1,4,2,1,2,4,15
12,IDDE101088,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
17,IDDE101333,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
1393,IDDE103378,1,4318,49,1,1,1,1,4,1,7,2,4,2,1,9,5,17
1394,IDDE103379,1,12105,39,2,2,2,7,4,9,5,1,1,4,2,6,5,17
1395,IDDE103380,1,6766,44,1,1,1,5,4,5,3,1,1,3,1,9,5,17
1396,IDDE103381,1,68199,46,1,1,1,8,4,1,5,1,1,4,2,9,3,17
1397,IDDE103382,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,8,3,17
1398,IDDE103383,3,13403,70,1,1,1,1,3,1,1,5,4,1,0,9,15,17
1399,IDDE103384,2,86153,28,1,1,1,12,6,11,1,1,1,2,0,1,1,17
1400,IDDE103385,1,81673,55,1,1,1,10,6,10,6,1,1,4,1,9,1,17
1401,IDDE103386,2,79183,41,1,1,1,9,6,3,1,1,1,2,0,3,1,17
1402,IDDE103387,2,44141,36,1,1,1,9,6,7,11,1,1,2,0,10,3,17
1403,IDDE103388,1,47055,61,1,1,1,7,4,1,5,5,1,2,0,1,3,17
1404,IDDE103389,2,48268,24,1,2,2,9,5,15,13,1,4,5,1,6,12,17
1405,IDDE103390,1,65474,49,2,2,2,6,6,11,7,1,6,2,1,6,2,17
1406,IDDE103391,2,90461,27,1,1,2,4,6,1,7,1,6,1,0,9,3,17
1407,IDDE103392,2,89426,52,1,1,1,9,4,1,7,1,1,3,1,1,3,17
1408,IDDE103393,1,47443,23,1,1,1,12,4,15,6,1,6,4,0,5,3,17
1409,IDDE103394,2,58453,41,1,1,1,10,6,1,4,2,1,4,2,9,5,17
1410,IDDE103395,2,27576,49,1,1,1,1,4,1,6,2,6,1,0,9,3,17
1411,IDDE103396,1,31191,44,1,1,2,8,4,1,7,1,1,3,1,9,4,17
1412,IDDE103397,2,60486,20,1,1,2,4,5,1,1,2,6,2,0,10,14,17
1413,IDDE103398,2,33189,43,1,1,1,7,4,9,7,2,1,4,2,9,4,17
1414,IDDE103399,1,65719,38,1,1,1,10,4,1,10,1,1,2,0,1,3,17
1415,IDDE103400,2,90587,31,1,1,1,6,6,1,7,7,6,3,1,9,3,17
1416,IDDE103401,1,41812,46,1,1,1,4,6,1,7,8,1,3,1,2,3,17
1417,IDDE103402,2,21244,65,1,1,1,6,4,3,7,1,6,1,0,2,3,17
1418,IDDE103403,1,10318,26,1,1,1,4,6,7,7,1,6,2,0,9,3,17
1419,IDDE103404,2,23617,21,1,2,2,8,6,1,11,1,6,3,0,6,3,17
1420,IDDE103405,1,97422,74,1,1,1,9,4,1,9,5,1,2,0,1,15,17
1421,IDDE103406,2,75245,22,1,1,1,2,6,1,1,7,6,2,0,8,13,17
1422,IDDE103407,2,84051,24,1,1,1,5,5,1,1,7,6,2,0,1,1,17
1423,IDDE103408,2,9376,32,1,1,1,9,6,1,2,1,1,2,0,9,3,17
1424,IDDE103409,1,16359,55,1,1,1,8,3,1,4,2,1,2,0,9,7,17
1425,IDDE103410,2,33729,54,1,2,2,5,4,1,7,1,4,3,1,2,14,17
1426,IDDE103411,1,58285,69,1,1,1,10,6,10,7,5,1,2,0,9,2,17
1427,IDDE103412,1,65189,33,1,1,1,6,6,3,9,1,6,1,0,9,3,17
1428,IDDE103413,2,72829,55,1,1,1,5,5,1,7,2,1,2,0,9,3,17
1429,IDDE103414,2,66701,41,1,1,1,9,5,1,4,2,1,3,1,1,6,17
1430,IDDE103415,1,42853,25,1,1,1,10,6,7,7,1,6,2,0,9,2,17
1431,IDDE103416,1,80799,28,1,1,1,1,4,5,6,2,1,4,2,6,2,17
1432,IDDE103417,2,47495,65,1,1,1,5,6,10,10,2,4,1,0,9,15,17
1433,IDDE103418,2,50676,40,1,1,1,8,6,5,5,1,1,3,1,9,3,17
1434,IDDE103419,2,76133,57,1,1,1,1,5,9,9,1,1,5,0,10,2,17
1435,IDDE103420,2,65205,57,1,1,1,7,4,1,7,1,4,1,0,2,2,17
1436,IDDE103421,1,3238,55,1,1,1,9,6,1,10,1,6,2,0,9,15,17
1437,IDDE103422,1,38820,71,1,1,1,4,6,10,8,5,1,2,0,9,3,17
1438,IDDE103423,2,89250,28,1,1,1,5,6,13,11,3,6,1,0,2,1,17
1439,IDDE103424,2,76227,25,1,2,2,8,5,8,7,1,1,2,0,9,4,17
1440,IDDE103425,2,64347,19,1,1,1,10,6,1,1,7,6,5,2,9,13,17
1441,IDDE103426,2,50827,76,1,1,1,3,3,4,2,5,4,1,0,9,15,17
1442,IDDE103427,1,26524,61,1,1,1,6,6,1,10,1,1,2,0,2,15,17
1443,IDDE103428,2,67071,49,1,1,1,10,5,13,7,1,1,2,0,9,2,17
1444,IDDE103429,1,57392,49,1,1,1,7,4,1,6,1,2,2,0,9,7,17
1445,IDDE103430,2,7747,55,1,1,1,1,6,1,6,3,6,1,0,1,3,17
1446,IDDE103431,1,33397,19,1,1,2,9,6,1,1,7,6,5,0,6,7,17
1447,IDDE103432,2,64367,49,1,1,1,8,5,1,5,1,1,3,1,2,3,17
1448,IDDE103433,2,90461,20,1,1,1,8,6,1,1,2,6,4,1,9,4,17
1449,IDDE103434,1,19386,58,1,1,1,5,6,10,10,3,1,2,0,9,1,17
1450,IDDE103435,2,51515,69,1,1,1,9,6,11,11,5,1,2,0,1,1,17
1451,IDDE103436,2,18374,62,1,1,1,2,7,10,11,2,4,1,0,9,5,17
1452,IDDE103437,1,41569,65,1,1,1,9,5,1,6,5,1,2,0,9,7,17
1453,IDDE103438,1,98574,23,1,1,1,12,5,1,11,7,6,5,1,1,1,17
1454,IDDE103439,1,48493,62,1,1,1,7,5,11,3,2,1,4,1,1,5,17
1455,IDDE103440,2,67071,23,1,2,2,7,6,7,1,7,6,3,0,1,13,17
1456,IDDE103441,2,13353,54,1,1,1,1,6,10,10,10,6,1,0,9,15,17
1457,IDDE103442,1,4821,49,1,1,1,5,4,1,6,1,4,4,2,9,9,17
1458,IDDE103443,2,35614,73,1,1,1,10,4,1,7,5,1,2,0,2,3,17
1459,IDDE103444,2,71522,31,1,1,1,8,6,11,6,10,6,3,1,1,3,17
1460,IDDE103445,1,34519,33,1,1,1,11,6,5,7,1,1,4,2,9,3,17
1461,IDDE103446,1,88515,25,1,1,1,1,3,1,1,8,5,3,0,1,4,17
1462,IDDE103447,2,1609,17,1,1,1,8,4,1,13,7,6,4,2,9,13,17
1463,IDDE103448,1,48496,70,1,1,1,11,6,9,11,5,1,2,0,2,2,17
1464,IDDE103449,2,60489,73,1,1,1,8,6,1,7,5,4,1,0,9,2,17
1465,IDDE103450,1,24250,51,1,2,2,3,4,1,5,5,1,4,2,9,7,17
1466,IDDE103451,2,59348,47,1,1,1,9,6,10,10,1,1,4,2,2,3,17
1467,IDDE103452,2,72669,60,1,1,1,6,3,1,7,1,1,2,0,2,3,17
